2.2203486e-09, 0.00021179901, 1.9933594e-08, 0.0003682711, 0.00029215554, 0.0051649534, 0.007988933, 0.013505303, 0.9601752, 0.0010786961, 0.009225341, 0.00043712094, 0.0015521038, 7.642756e-08, 7.201154e-12, 8.865659e-10, 1.0607793e-12, 5.4925673e-12, 3.4032988e-15, 4.1268767e-15, 1.6411011e-15, 1.665886e-19, 2.6844444e-17, 5.291767e-21, 6.391383e-18
1.8693285e-09, 0.0034829467, 7.402108e-07, 0.0011296144, 0.00061630405, 0.009560596, 0.02067295, 0.029359782, 0.9178479, 0.0015481232, 0.010160027, 0.0008295164, 0.0047913273, 1.7726946e-07, 3.4036236e-11, 9.345681e-09, 1.6957744e-11, 1.265686e-09, 1.2549293e-12, 3.1133583e-12, 4.4939464e-12, 3.489836e-16, 2.4003613e-13, 5.069318e-17, 1.3311085e-13
4.8457447e-09, 0.0009895521, 3.408429e-07, 0.00067358976, 0.00038825365, 0.008740283, 0.016427923, 0.012073121, 0.9409154, 0.0024973312, 0.0140530765, 0.00070854987, 0.002532251, 3.2347387e-07, 4.6940906e-11, 1.0827058e-08, 1.7140877e-11, 2.8533254e-10, 7.6196026e-13, 5.2451885e-13, 2.8386752e-13, 2.6118696e-17, 1.4048059e-14, 1.6278014e-18, 2.0718131e-14
1.9165263e-09, 0.0014625734, 2.119939e-07, 0.001229601, 0.00071161817, 0.011116871, 0.0679583, 0.0541278, 0.84924805, 0.0016283075, 0.009057893, 0.00063815445, 0.0028206226, 8.1954475e-08, 2.3862589e-11, 7.358043e-09, 1.0497382e-11, 3.7620204e-10, 3.678051e-13, 1.2007052e-12, 6.7165007e-13, 4.0443514e-17, 3.326893e-14, 4.245837e-18, 1.5788286e-14
5.1393636e-09, 0.0020037158, 1.0508086e-06, 0.0012147428, 0.0006735223, 0.0135107925, 0.03810698, 0.040091272, 0.86233306, 0.0037854987, 0.03102441, 0.0015565568, 0.005697396, 1.0501734e-06, 2.4640448e-10, 4.2366242e-08, 1.0263813e-10, 1.588079e-09, 7.800434e-12, 1.1139409e-11, 8.869093e-12, 7.9386707e-16, 2.5814949e-13, 7.599093e-17, 3.4516227e-13
3.443854e-09, 0.0016938958, 6.144993e-07, 0.0012122052, 0.0005284401, 0.010202409, 0.046347175, 0.062359158, 0.8495058, 0.0023895437, 0.019491058, 0.001305036, 0.0049641193, 4.785305e-07, 1.6352315e-10, 5.4229808e-08, 1.0854e-10, 2.4156062e-09, 1.4118689e-11, 3.775481e-12, 3.5030624e-12, 5.2828566e-16, 2.0437149e-13, 4.5727143e-17, 5.796484e-13
2.8586702e-09, 0.0017558682, 5.51461e-07, 0.0010025648, 0.0004760804, 0.008422804, 0.030351024, 0.047027577, 0.8801935, 0.0024672041, 0.0214521, 0.0014800846, 0.0053702695, 5.269711e-07, 1.4389377e-10, 3.7942755e-08, 7.633865e-11, 1.6237558e-09, 9.0375355e-12, 3.770396e-12, 3.8173145e-12, 4.491851e-16, 1.6787121e-13, 4.0083376e-17, 3.8083534e-13
2.9508676e-09, 0.0015839818, 4.5475718e-07, 0.0009243016, 0.0004603679, 0.008032865, 0.026903054, 0.03493225, 0.9007973, 0.0023816237, 0.018133812, 0.001301169, 0.004548359, 4.0697242e-07, 9.60912e-11, 2.5359357e-08, 4.827522e-11, 1.019075e-09, 4.64042e-12, 2.1208387e-12, 1.9802732e-12, 2.0814171e-16, 9.1443414e-14, 1.797739e-17, 1.9112029e-13
2.8373768e-09, 0.0014942028, 3.8096297e-07, 0.0009165313, 0.00049306033, 0.008789546, 0.03173765, 0.033217635, 0.9004088, 0.0023736132, 0.015695354, 0.0010612656, 0.0038117017, 2.6634845e-07, 5.648973e-11, 1.3846038e-08, 2.4245841e-11, 5.540528e-10, 1.5209913e-12, 1.4749689e-12, 1.1479359e-12, 9.0789623e-17, 4.82064e-14, 7.956112e-18, 6.178052e-14
3.277981e-09, 0.0016035901, 4.720536e-07, 0.0010252049, 0.0005597898, 0.010222346, 0.038128346, 0.037443448, 0.88618183, 0.002553316, 0.017175995, 0.0010991985, 0.0040060724, 3.1634414e-07, 7.203787e-11, 1.6981803e-08, 3.1009827e-11, 7.1342193e-10, 1.9383544e-12, 2.3762446e-12, 1.7566805e-12, 1.3896139e-16, 7.223286e-14, 1.2690421e-17, 8.3994166e-14
3.481295e-09, 0.001680551, 5.542489e-07, 0.0011055726, 0.0005718324, 0.01062492, 0.04126807, 0.044014167, 0.8734684, 0.0026159806, 0.019022785, 0.001208917, 0.004417809, 3.989228e-07, 1.01829836e-10, 2.5373756e-08, 4.8606966e-11, 1.0756426e-09, 3.775749e-12, 3.2670151e-12, 2.5646226e-12, 2.4006343e-16, 1.1116492e-13, 2.1841426e-17, 1.633235e-13
3.3410117e-09, 0.0017219145, 5.7906436e-07, 0.0010983205, 0.0005432815, 0.010025872, 0.038803928, 0.04721116, 0.8716321, 0.0025850676, 0.020243052, 0.001321316, 0.0048129344, 4.5696365e-07, 1.2222345e-10, 3.1782967e-08, 6.239849e-11, 1.3572098e-09, 5.8651703e-12, 3.5945437e-12, 3.1043102e-12, 3.2735306e-16, 1.3833132e-13, 2.9485667e-17, 2.5144348e-13
3.1865806e-09, 0.001699753, 5.4964585e-07, 0.001041221, 0.0005093878, 0.009229881, 0.03422759, 0.044133913, 0.88041407, 0.002522753, 0.020004792, 0.001353863, 0.004861811, 4.600292e-07, 1.201916e-10, 3.1703106e-08, 6.2191745e-11, 1.3352687e-09, 6.2310205e-12, 3.1777142e-12, 2.8880323e-12, 3.1480512e-16, 1.3103016e-13, 2.7931805e-17, 2.6418985e-13
3.0453748e-09, 0.001632488, 4.868426e-07, 0.0009898387, 0.00049648865, 0.00888664, 0.03234985, 0.039794806, 0.8889946, 0.0024611077, 0.018572474, 0.0012741844, 0.004546708, 3.9287858e-07, 9.5896034e-11, 2.4898627e-08, 4.7237596e-11, 1.0301657e-09, 4.214109e-12, 2.4498305e-12, 2.1589885e-12, 2.164121e-16, 9.6562325e-14, 1.9064007e-17, 1.7638996e-13
3.0710965e-09, 0.0016077062, 4.6679662e-07, 0.0009854262, 0.00051036477, 0.009163838, 0.03340126, 0.03789546, 0.8907064, 0.002473487, 0.017766958, 0.0011973751, 0.004290853, 3.5180187e-07, 8.233766e-11, 2.0660224e-08, 3.839134e-11, 8.5231994e-10, 2.9764737e-12, 2.2417092e-12, 1.857822e-12, 1.6932379e-16, 8.056207e-14, 1.5032299e-17, 1.2520658e-13
